@relation GOLDSTANDARD_AROUSAL

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_1,0,-0.019902
train_1,0.04,-0.019902
train_1,0.08,-0.019902
train_1,0.12,-0.019902
train_1,0.16,-0.019902
train_1,0.2,-0.019902
train_1,0.24,-0.019902
train_1,0.28,-0.019902
train_1,0.32,-0.019902
train_1,0.36,-0.019902
train_1,0.4,-0.019902
train_1,0.44,-0.019902
train_1,0.48,-0.019902
train_1,0.52,-0.019902
train_1,0.56,-0.019902
train_1,0.6,-0.019902
train_1,0.64,-0.019902
train_1,0.68,-0.018236
train_1,0.72,-0.018236
train_1,0.76,-0.0032355
train_1,0.8,-0.0015689
train_1,0.84,9.7813e-05
train_1,0.88,-0.0015689
train_1,0.92,-0.0032355
train_1,0.96,-0.0015689
train_1,1,-0.0032355
train_1,1.04,-0.0049022
train_1,1.08,-0.0015689
train_1,1.12,9.7813e-05
train_1,1.16,-0.0015689
train_1,1.2,-0.0015689
train_1,1.24,9.7813e-05
train_1,1.28,0.0034311
train_1,1.32,0.0084311
train_1,1.36,0.013431
train_1,1.4,0.013431
train_1,1.44,0.016764
train_1,1.48,0.016764
train_1,1.52,0.016764
train_1,1.56,0.016764
train_1,1.6,0.016764
train_1,1.64,0.016764
train_1,1.68,0.016764
train_1,1.72,0.018431
train_1,1.76,0.018431
train_1,1.8,0.020098
train_1,1.84,0.020098
train_1,1.88,0.020098
train_1,1.92,0.021764
train_1,1.96,0.025098
train_1,2,0.026764
train_1,2.04,0.028431
train_1,2.08,0.030098
train_1,2.12,0.031764
train_1,2.16,0.033431
train_1,2.2,0.031764
train_1,2.24,0.033431
train_1,2.28,0.033431
train_1,2.32,0.033431
train_1,2.36,0.031764
train_1,2.4,0.030098
train_1,2.44,0.028431
train_1,2.48,0.025098
train_1,2.52,0.023431
train_1,2.56,0.023431
train_1,2.6,0.023431
train_1,2.64,0.021764
train_1,2.68,0.020098
train_1,2.72,0.016764
train_1,2.76,0.015098
train_1,2.8,0.013431
train_1,2.84,0.011764
train_1,2.88,0.011764
train_1,2.92,0.011764
train_1,2.96,0.010098
train_1,3,0.0084311
train_1,3.04,0.0084311
train_1,3.08,0.0084311
train_1,3.12,0.011764
train_1,3.16,0.013431
train_1,3.2,0.015098
train_1,3.24,0.016764
train_1,3.28,0.020098
train_1,3.32,0.023431
train_1,3.36,0.028431
train_1,3.4,0.033431
train_1,3.44,0.035098
train_1,3.48,0.036764
train_1,3.52,0.021764
train_1,3.56,-0.0015689
train_1,3.6,-0.014902
train_1,3.64,-0.013236
train_1,3.68,-0.014902
train_1,3.72,-0.014902
train_1,3.76,-0.013236
train_1,3.8,-0.013236
train_1,3.84,-0.013236
train_1,3.88,-0.0099022
train_1,3.92,-0.013236
train_1,3.96,-0.014902
train_1,4,-0.018236
train_1,4.04,-0.018236
train_1,4.08,-0.021569
train_1,4.12,-0.023236
train_1,4.16,-0.026569
train_1,4.2,-0.031569
train_1,4.24,-0.033236
train_1,4.28,-0.031569
train_1,4.32,-0.028236
train_1,4.36,-0.023236
train_1,4.4,-0.018236
train_1,4.44,-0.0099022
train_1,4.48,-0.0065689
train_1,4.52,-0.0015689
train_1,4.56,0.0017645
train_1,4.6,0.0067645
train_1,4.64,0.011764
train_1,4.68,0.013431
train_1,4.72,0.015098
train_1,4.76,0.018431
train_1,4.8,0.018431
train_1,4.84,0.020098
train_1,4.88,0.018431
train_1,4.92,0.020098
train_1,4.96,0.021764
train_1,5,0.020098
train_1,5.04,0.013431
train_1,5.08,0.011764
train_1,5.12,0.011764
train_1,5.16,0.011764
train_1,5.2,0.010098
train_1,5.24,0.010098
train_1,5.28,0.010098
train_1,5.32,0.010098
train_1,5.36,0.0084311
train_1,5.4,0.0017645
train_1,5.44,-0.011569
train_1,5.48,-0.024902
train_1,5.52,-0.028236
train_1,5.56,-0.026569
train_1,5.6,-0.024902
train_1,5.64,-0.019902
train_1,5.68,-0.014902
train_1,5.72,-0.013236
train_1,5.76,-0.0082355
train_1,5.8,-0.0082355
train_1,5.84,-0.011569
train_1,5.88,-0.013236
train_1,5.92,-0.014902
train_1,5.96,-0.021569
train_1,6,-0.031569
train_1,6.04,-0.036569
train_1,6.08,-0.041569
train_1,6.12,-0.044902
train_1,6.16,-0.044902
train_1,6.2,-0.044902
train_1,6.24,-0.044902
train_1,6.28,-0.044902
train_1,6.32,-0.044902
train_1,6.36,-0.044902
train_1,6.4,-0.043236
train_1,6.44,-0.043236
train_1,6.48,-0.041569
train_1,6.52,-0.039902
train_1,6.56,-0.036569
train_1,6.6,-0.033236
train_1,6.64,-0.028236
train_1,6.68,-0.023236
train_1,6.72,-0.019902
train_1,6.76,-0.014902
train_1,6.8,-0.013236
train_1,6.84,-0.011569
train_1,6.88,-0.011569
train_1,6.92,-0.011569
train_1,6.96,-0.014902
train_1,7,-0.014902
train_1,7.04,-0.014902
train_1,7.08,-0.013236
train_1,7.12,-0.011569
train_1,7.16,-0.0049022
train_1,7.2,-0.0065689
train_1,7.24,-0.0065689
train_1,7.28,-0.0065689
train_1,7.32,-0.0049022
train_1,7.36,-0.0049022
