@relation GOLDSTANDARD_AROUSAL

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_9,0,0.0015188
train_9,0.04,0.0015188
train_9,0.08,0.0015188
train_9,0.12,0.0015188
train_9,0.16,0.0015188
train_9,0.2,0.0015188
train_9,0.24,0.0015188
train_9,0.28,0.0015188
train_9,0.32,0.0015188
train_9,0.36,0.0015188
train_9,0.4,0.0015188
train_9,0.44,0.0015188
train_9,0.48,0.0015188
train_9,0.52,0.0015188
train_9,0.56,0.0015188
train_9,0.6,0.0031855
train_9,0.64,0.0081855
train_9,0.68,0.026519
train_9,0.72,0.043185
train_9,0.76,0.053185
train_9,0.8,0.056519
train_9,0.84,0.056519
train_9,0.88,0.056519
train_9,0.92,0.056519
train_9,0.96,0.056519
train_9,1,0.058185
train_9,1.04,0.061519
train_9,1.08,0.064852
train_9,1.12,0.064852
train_9,1.16,0.068185
train_9,1.2,0.074852
train_9,1.24,0.079852
train_9,1.28,0.079852
train_9,1.32,0.081519
train_9,1.36,0.081519
train_9,1.4,0.081519
train_9,1.44,0.083185
train_9,1.48,0.083185
train_9,1.52,0.081519
train_9,1.56,0.081519
train_9,1.6,0.078185
train_9,1.64,0.078185
train_9,1.68,0.079852
train_9,1.72,0.079852
train_9,1.76,0.083185
train_9,1.8,0.083185
train_9,1.84,0.084852
train_9,1.88,0.084852
train_9,1.92,0.084852
train_9,1.96,0.083185
train_9,2,0.083185
train_9,2.04,0.083185
train_9,2.08,0.083185
train_9,2.12,0.081519
train_9,2.16,0.079852
train_9,2.2,0.079852
train_9,2.24,0.078185
train_9,2.28,0.076519
train_9,2.32,0.074852
train_9,2.36,0.074852
train_9,2.4,0.073185
train_9,2.44,0.073185
train_9,2.48,0.071519
train_9,2.52,0.069852
train_9,2.56,0.068185
train_9,2.6,0.068185
train_9,2.64,0.066519
train_9,2.68,0.064852
train_9,2.72,0.063185
train_9,2.76,0.063185
train_9,2.8,0.063185
train_9,2.84,0.064852
train_9,2.88,0.064852
train_9,2.92,0.064852
train_9,2.96,0.064852
train_9,3,0.064852
train_9,3.04,0.063185
train_9,3.08,0.063185
train_9,3.12,0.063185
train_9,3.16,0.063185
train_9,3.2,0.063185
train_9,3.24,0.064852
train_9,3.28,0.069852
train_9,3.32,0.071519
train_9,3.36,0.073185
train_9,3.4,0.076519
train_9,3.44,0.078185
train_9,3.48,0.083185
train_9,3.52,0.088185
train_9,3.56,0.091519
train_9,3.6,0.093185
train_9,3.64,0.094852
train_9,3.68,0.098185
train_9,3.72,0.099852
train_9,3.76,0.10152
train_9,3.8,0.10152
train_9,3.84,0.10152
train_9,3.88,0.10485
train_9,3.92,0.10985
train_9,3.96,0.11485
train_9,4,0.11985
train_9,4.04,0.12319
train_9,4.08,0.12319
train_9,4.12,0.12319
train_9,4.16,0.12319
train_9,4.2,0.12652
train_9,4.24,0.12652
train_9,4.28,0.12819
train_9,4.32,0.12652
train_9,4.36,0.12485
train_9,4.4,0.12319
train_9,4.44,0.12319
train_9,4.48,0.12152
train_9,4.52,0.11985
train_9,4.56,0.11985
train_9,4.6,0.11819
train_9,4.64,0.11819
train_9,4.68,0.11985
train_9,4.72,0.12152
train_9,4.76,0.12152
train_9,4.8,0.11985
train_9,4.84,0.11985
train_9,4.88,0.11819
train_9,4.92,0.11819
train_9,4.96,0.11652
train_9,5,0.11652
train_9,5.04,0.11652
train_9,5.08,0.11652
train_9,5.12,0.11819
train_9,5.16,0.11985
train_9,5.2,0.12152
train_9,5.24,0.12319
train_9,5.28,0.12485
train_9,5.32,0.12819
train_9,5.36,0.12985
train_9,5.4,0.13152
train_9,5.44,0.13319
train_9,5.48,0.13485
train_9,5.52,0.13485
train_9,5.56,0.13652
train_9,5.6,0.13652
train_9,5.64,0.13819
train_9,5.68,0.13819
train_9,5.72,0.13819
train_9,5.76,0.13819
train_9,5.8,0.13819
train_9,5.84,0.13985
train_9,5.88,0.13819
train_9,5.92,0.13819
train_9,5.96,0.13819
train_9,6,0.13819
train_9,6.04,0.13652
train_9,6.08,0.13652
train_9,6.12,0.13652
train_9,6.16,0.13485
train_9,6.2,0.13319
train_9,6.24,0.13152
train_9,6.28,0.13152
train_9,6.32,0.13152
train_9,6.36,0.13152
train_9,6.4,0.12819
train_9,6.44,0.12652
train_9,6.48,0.12319
train_9,6.52,0.12152
train_9,6.56,0.12319
train_9,6.6,0.12319
train_9,6.64,0.12319
train_9,6.68,0.12319
train_9,6.72,0.12319
train_9,6.76,0.12319
train_9,6.8,0.12319
train_9,6.84,0.11985
train_9,6.88,0.11652
train_9,6.92,0.11152
train_9,6.96,0.10319
train_9,7,0.099852
train_9,7.04,0.10152
train_9,7.08,0.099852
train_9,7.12,0.099852
train_9,7.16,0.099852
train_9,7.2,0.098185
train_9,7.24,0.096519
train_9,7.28,0.096519
train_9,7.32,0.096519
train_9,7.36,0.096519
train_9,7.4,0.094852
train_9,7.44,0.094852
train_9,7.48,0.093185
train_9,7.52,0.093185
train_9,7.56,0.093185
train_9,7.6,0.093185
train_9,7.64,0.094852
train_9,7.68,0.094852
train_9,7.72,0.094852
train_9,7.76,0.094852
train_9,7.8,0.094852
train_9,7.84,0.093185
train_9,7.88,0.093185
train_9,7.92,0.091519
train_9,7.96,0.091519
train_9,8,0.091519
train_9,8.04,0.091519
train_9,8.08,0.091519
train_9,8.12,0.091519
train_9,8.16,0.091519
train_9,8.2,0.093185
train_9,8.24,0.093185
train_9,8.28,0.091519
train_9,8.32,0.089852
train_9,8.36,0.088185
train_9,8.4,0.088185
train_9,8.44,0.086519
train_9,8.48,0.084852
train_9,8.52,0.083185
train_9,8.56,0.083185
train_9,8.6,0.084852
train_9,8.64,0.086519
train_9,8.68,0.088185
train_9,8.72,0.091519
train_9,8.76,0.093185
train_9,8.8,0.091519
train_9,8.84,0.091519
train_9,8.88,0.089852
train_9,8.92,0.089852
train_9,8.96,0.088185
train_9,9,0.088185
train_9,9.04,0.088185
train_9,9.08,0.086519
train_9,9.12,0.086519
train_9,9.16,0.084852
train_9,9.2,0.084852
train_9,9.24,0.084852
train_9,9.28,0.084852
train_9,9.32,0.083185
train_9,9.36,0.081519
train_9,9.4,0.079852
train_9,9.44,0.078185
train_9,9.48,0.078185
train_9,9.52,0.078185
train_9,9.56,0.078185
train_9,9.6,0.078185
train_9,9.64,0.078185
train_9,9.68,0.078185
train_9,9.72,0.076519
train_9,9.76,0.076519
train_9,9.8,0.073185
train_9,9.84,0.069852
train_9,9.88,0.068185
train_9,9.92,0.066519
train_9,9.96,0.064852
train_9,10,0.0648522
train_9,10.04,0.0631855
train_9,10.08,0.0615188
train_9,10.12,0.0581855
train_9,10.16,0.0565188
train_9,10.2,0.0548522
train_9,10.24,0.0531855
train_9,10.28,0.0481855
train_9,10.32,0.0465188
train_9,10.36,0.0448522
train_9,10.4,0.0415188
train_9,10.44,0.0365188
train_9,10.48,0.0331855
train_9,10.52,0.0298522
train_9,10.56,0.0265188
train_9,10.6,0.0198522
train_9,10.64,0.0115188
train_9,10.68,0.00818549
train_9,10.72,0.00485216
train_9,10.76,-0.00181451
train_9,10.8,-0.0101478
train_9,10.84,-0.0151478
train_9,10.88,-0.0184812
train_9,10.92,-0.0234812
train_9,10.96,-0.0268145
train_9,11,-0.0334812
train_9,11.04,-0.0384812
train_9,11.08,-0.0451478
train_9,11.12,-0.0518145
train_9,11.16,-0.0618145
train_9,11.2,-0.0701478
train_9,11.24,-0.0751478
train_9,11.28,-0.0801478
train_9,11.32,-0.0818145
train_9,11.36,-0.0834812
train_9,11.4,-0.0834812
train_9,11.44,-0.0834812
train_9,11.48,-0.0851478
train_9,11.52,-0.0851478
train_9,11.56,-0.0868145
train_9,11.6,-0.0884812
train_9,11.64,-0.0884812
train_9,11.68,-0.0918145
train_9,11.72,-0.0951478
train_9,11.76,-0.0968145
train_9,11.8,-0.0984812
train_9,11.84,-0.100148
train_9,11.88,-0.100148
train_9,11.92,-0.100148
train_9,11.96,-0.100148
train_9,12,-0.100148
train_9,12.04,-0.100148
train_9,12.08,-0.100148
train_9,12.12,-0.100148
train_9,12.16,-0.100148
train_9,12.2,-0.101815
train_9,12.24,-0.101815
train_9,12.28,-0.103481
train_9,12.32,-0.103481
train_9,12.36,-0.105148
train_9,12.4,-0.105148
train_9,12.44,-0.108481
train_9,12.48,-0.110148
train_9,12.52,-0.110148
train_9,12.56,-0.111815
train_9,12.6,-0.111815
train_9,12.64,-0.113481
train_9,12.68,-0.115148
train_9,12.72,-0.118481
train_9,12.76,-0.120148
train_9,12.8,-0.120148
train_9,12.84,-0.121815
train_9,12.88,-0.121815
train_9,12.92,-0.121815
train_9,12.96,-0.121815
train_9,13,-0.121815
train_9,13.04,-0.121815
train_9,13.08,-0.121815
train_9,13.12,-0.121815
train_9,13.16,-0.121815
train_9,13.2,-0.121815
train_9,13.24,-0.121815
train_9,13.28,-0.121815
train_9,13.32,-0.123481
train_9,13.36,-0.123481
train_9,13.4,-0.123481
train_9,13.44,-0.123481
train_9,13.48,-0.123481
train_9,13.52,-0.123481
train_9,13.56,-0.126815
train_9,13.6,-0.126815
train_9,13.64,-0.130148
train_9,13.68,-0.133481
train_9,13.72,-0.135148
train_9,13.76,-0.135148
train_9,13.8,-0.135148
train_9,13.84,-0.135148
train_9,13.88,-0.136815
train_9,13.92,-0.138481
train_9,13.96,-0.138481
train_9,14,-0.140148
train_9,14.04,-0.141815
train_9,14.08,-0.145148
train_9,14.12,-0.146815
train_9,14.16,-0.150148
train_9,14.2,-0.151815
train_9,14.24,-0.155148
train_9,14.28,-0.160148
train_9,14.32,-0.166815
train_9,14.36,-0.176815
train_9,14.4,-0.186815
train_9,14.44,-0.190148
train_9,14.48,-0.193481
train_9,14.52,-0.195148
train_9,14.56,-0.198481
train_9,14.6,-0.203481
train_9,14.64,-0.208481
train_9,14.68,-0.218481
train_9,14.72,-0.221815
