@relation GOLDSTANDARD_AROUSAL

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_6,0,-0.010345
train_6,0.04,-0.010345
train_6,0.08,-0.010345
train_6,0.12,-0.010345
train_6,0.16,-0.010345
train_6,0.2,-0.010345
train_6,0.24,-0.010345
train_6,0.28,-0.010345
train_6,0.32,-0.010345
train_6,0.36,-0.010345
train_6,0.4,-0.010345
train_6,0.44,-0.010345
train_6,0.48,-0.010345
train_6,0.52,-0.010345
train_6,0.56,-0.010345
train_6,0.6,-0.010345
train_6,0.64,-0.010345
train_6,0.68,-0.010345
train_6,0.72,-0.010345
train_6,0.76,-0.010345
train_6,0.8,-0.010345
train_6,0.84,-0.010345
train_6,0.88,-0.010345
train_6,0.92,-0.010345
train_6,0.96,-0.010345
train_6,1,-0.010345
train_6,1.04,-0.010345
train_6,1.08,-0.012011
train_6,1.12,-0.012011
train_6,1.16,-0.017011
train_6,1.2,-0.015345
train_6,1.24,-0.012011
train_6,1.28,-0.012011
train_6,1.32,-0.012011
train_6,1.36,-0.012011
train_6,1.4,-0.012011
train_6,1.44,-0.012011
train_6,1.48,-0.012011
train_6,1.52,-0.010345
train_6,1.56,-0.010345
train_6,1.6,-0.010345
train_6,1.64,-0.008678
train_6,1.68,-0.0070113
train_6,1.72,-0.0070113
train_6,1.76,-0.0053446
train_6,1.8,-0.0070113
train_6,1.84,-0.0070113
train_6,1.88,-0.0070113
train_6,1.92,-0.0070113
train_6,1.96,-0.008678
train_6,2,-0.008678
train_6,2.04,-0.008678
train_6,2.08,-0.008678
train_6,2.12,-0.010345
train_6,2.16,-0.010345
train_6,2.2,-0.0070113
train_6,2.24,-0.008678
train_6,2.28,-0.008678
train_6,2.32,-0.012011
train_6,2.36,-0.015345
train_6,2.4,-0.018678
train_6,2.44,-0.020345
train_6,2.48,-0.023678
train_6,2.52,-0.025345
train_6,2.56,-0.027011
train_6,2.6,-0.027011
train_6,2.64,-0.027011
train_6,2.68,-0.027011
train_6,2.72,-0.028678
train_6,2.76,-0.028678
train_6,2.8,-0.027011
train_6,2.84,-0.027011
train_6,2.88,-0.023678
train_6,2.92,-0.023678
train_6,2.96,-0.023678
train_6,3,-0.023678
train_6,3.04,-0.022011
train_6,3.08,-0.022011
train_6,3.12,-0.023678
train_6,3.16,-0.020345
train_6,3.2,-0.020345
train_6,3.24,-0.018678
train_6,3.28,-0.018678
train_6,3.32,-0.018678
train_6,3.36,-0.018678
train_6,3.4,-0.018678
train_6,3.44,-0.017011
train_6,3.48,-0.017011
train_6,3.52,-0.018678
train_6,3.56,-0.018678
train_6,3.6,-0.018678
train_6,3.64,-0.013678
train_6,3.68,-0.013678
train_6,3.72,-0.010345
train_6,3.76,-0.010345
train_6,3.8,-0.0053446
train_6,3.84,-0.003678
train_6,3.88,-0.0020113
train_6,3.92,-0.00034463
train_6,3.96,0.001322
train_6,4,0.001322
train_6,4.04,0.0029887
train_6,4.08,0.0029887
train_6,4.12,0.0046554
train_6,4.16,0.0046554
train_6,4.2,0.0046554
train_6,4.24,0.006322
train_6,4.28,0.006322
train_6,4.32,0.0079887
train_6,4.36,0.0079887
train_6,4.4,0.012989
train_6,4.44,0.014655
train_6,4.48,0.017989
train_6,4.52,0.022989
train_6,4.56,0.026322
train_6,4.6,0.027989
train_6,4.64,0.031322
train_6,4.68,0.032989
train_6,4.72,0.037989
train_6,4.76,0.042989
train_6,4.8,0.047989
train_6,4.84,0.049655
train_6,4.88,0.051322
