@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data

train_2,0,573.54,379.37,169.67,182.11
train_2,0.04,574.08,376.82,173.3,183.89
train_2,0.08,573.66,376.45,172.29,184.85
train_2,0.12,573.03,375.44,173.97,186.24
train_2,0.16,573.42,375.59,174.11,186.66
train_2,0.2,573.3,374.59,173.56,187.71
train_2,0.24,574.35,376,175.34,183.42
train_2,0.28,573.08,376.87,175.75,184.57
train_2,0.32,575.25,376.67,176.19,187.86
train_2,0.36,573.46,375.93,177.74,188.53
train_2,0.4,576.17,376.39,174.16,187.84
train_2,0.44,577.41,375.33,174.64,188.72
train_2,0.48,578.76,373.52,172.94,187.42
train_2,0.52,579.79,372.93,172.88,186.79
train_2,0.56,580.8,372.58,174.19,188.05
train_2,0.6,583.21,373.46,173.11,185.75
train_2,0.64,585.02,373.69,172.99,182.74
train_2,0.68,589.33,371.82,172.45,183.93
train_2,0.72,590.27,370.77,174.82,183.03
train_2,0.76,592.31,370.08,174.58,183.19
train_2,0.8,597.79,369.45,173.81,181.88
train_2,0.84,600.89,369.35,171.06,184.66
train_2,0.88,604.25,367.91,170.4,183.73
train_2,0.92,606.69,368.68,171.86,181.48
train_2,0.96,606.89,368.04,174.29,182.38
train_2,1,607.31,366.98,175.03,183.71
train_2,1.04,610.4,366.87,173.89,182.48
train_2,1.08,610.95,365.96,176.42,181.85
train_2,1.12,615.13,366.04,173.02,181.96
train_2,1.16,615.78,365.92,174.39,180.74
train_2,1.2,617.66,366.12,174.61,181.14
train_2,1.24,616.73,365.77,177.1,182.02
train_2,1.28,618.35,366.06,176.26,180.85
train_2,1.32,619.4,365.55,176.4,182.22
train_2,1.36,619.46,366.41,176.19,182.78
train_2,1.4,619.78,365.78,176.65,183.63
train_2,1.44,621.37,367.53,176.16,182.44
train_2,1.48,621.77,366.89,175.07,183.65
train_2,1.52,621.71,368.85,176.93,182.71
train_2,1.56,621.76,369.14,177.35,182.46
train_2,1.6,624.67,368.38,176.07,182.58
train_2,1.64,623.88,367.48,178.07,184.01
train_2,1.68,622.5,368.15,182.8,183.76
train_2,1.72,623.36,369.03,179.68,181.3
train_2,1.76,622.48,368.87,182.2,180.25
train_2,1.8,622.54,369.46,183.44,181.79
train_2,1.84,622.44,370.07,181.26,181.21
train_2,1.88,625.23,370.8,180.45,183.33
train_2,1.92,628.23,371.34,179.43,182.99
train_2,1.96,631.16,370.14,178.79,186.31
train_2,2,633.62,367.17,179.41,195.61
train_2,2.04,636.61,366.73,179.11,195.31
train_2,2.08,640.75,366.16,174.82,193.75
train_2,2.12,646.44,368.93,177.2,186.02
train_2,2.16,648.17,368.55,177.56,183.21
train_2,2.2,650.36,369.66,180.39,182.06
train_2,2.24,651.7242,370.7369,181.6071,182.2522
train_2,2.28,652.37,371.61,182.12,182.72
train_2,2.32,652.35,372.11,182.04,183.91
train_2,2.36,649.4,373.12,182.98,186.28
train_2,2.4,646.72,378.03,183.27,186.66
train_2,2.44,643.4,380.1,185.47,187.34
train_2,2.48,639.03,393.62,184.8,189.49
train_2,2.52,634.72,404.04,189.53,188.46
train_2,2.56,632.57,414.25,189.7,188.68
train_2,2.6,630.42,422.53,187.29,187.61
train_2,2.64,627.29,426.34,186.44,187.12
train_2,2.68,625.47,428.32,185.13,188.08
