@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data

train_7,0,0,0,0,0
train_7,0.04,0,0,0,0
train_7,0.08,0,0,0,0
train_7,0.12,0,0,0,0
train_7,0.16,0,0,0,0
train_7,0.2,0,0,0,0
train_7,0.24,0,0,0,0
train_7,0.28,0,0,0,0
train_7,0.32,0,0,0,0
train_7,0.36,0,0,0,0
train_7,0.4,0,0,0,0
train_7,0.44,0,0,0,0
train_7,0.48,0,0,0,0
train_7,0.52,0,0,0,0
train_7,0.56,0,0,0,0
train_7,0.6,0,0,0,0
train_7,0.64,0,0,0,0
train_7,0.68,0,0,0,0
train_7,0.72,0,0,0,0
train_7,0.76,0,0,0,0
train_7,0.8,0,0,0,0
train_7,0.84,0,0,0,0
train_7,0.88,0,0,0,0
train_7,0.92,0,0,0,0
train_7,0.96,0,0,0,0
train_7,1,0,0,0,0
train_7,1.04,0,0,0,0
train_7,1.08,0,0,0,0
train_7,1.12,0,0,0,0
train_7,1.16,0,0,0,0
train_7,1.2,0,0,0,0
train_7,1.24,0,0,0,0
train_7,1.28,0,0,0,0
train_7,1.32,0,0,0,0
train_7,1.36,0,0,0,0
train_7,1.4,0,0,0,0
train_7,1.44,0,0,0,0
train_7,1.48,0,0,0,0
train_7,1.52,0,0,0,0
train_7,1.56,0,0,0,0
train_7,1.6,0,0,0,0
train_7,1.64,0,0,0,0
train_7,1.68,0,0,0,0
train_7,1.72,0,0,0,0
train_7,1.76,0,0,0,0
train_7,1.8,0,0,0,0
train_7,1.84,0,0,0,0
train_7,1.88,0,0,0,0
train_7,1.92,0,0,0,0
train_7,1.96,0,0,0,0
train_7,2,0,0,0,0
train_7,2.04,0,0,0,0
train_7,2.08,0,0,0,0
train_7,2.12,0,0,0,0
train_7,2.16,0,0,0,0
train_7,2.2,0,0,0,0
train_7,2.24,0,0,0,0
train_7,2.28,0,0,0,0
train_7,2.32,0,0,0,0
train_7,2.36,0,0,0,0
train_7,2.4,0,0,0,0
train_7,2.44,0,0,0,0
train_7,2.48,0,0,0,0
train_7,2.52,0,0,0,0
train_7,2.56,0,0,0,0
train_7,2.6,0,0,0,0
train_7,2.64,0,0,0,0
train_7,2.68,0,0,0,0
train_7,2.72,0,0,0,0
train_7,2.76,0,0,0,0
train_7,2.8,0,0,0,0
train_7,2.84,0,0,0,0
train_7,2.88,0,0,0,0
train_7,2.92,0,0,0,0
train_7,2.96,0,0,0,0
train_7,3,0,0,0,0
train_7,3.04,0,0,0,0
train_7,3.08,0,0,0,0
train_7,3.12,0,0,0,0
train_7,3.16,0,0,0,0
train_7,3.2,0,0,0,0
train_7,3.24,0,0,0,0
train_7,3.28,0,0,0,0
train_7,3.32,0,0,0,0
train_7,3.36,0,0,0,0
train_7,3.4,0,0,0,0
train_7,3.44,0,0,0,0
train_7,3.48,0,0,0,0
train_7,3.52,0,0,0,0
train_7,3.56,0,0,0,0
train_7,3.6,0,0,0,0
train_7,3.64,0,0,0,0
train_7,3.68,0,0,0,0
train_7,3.72,0,0,0,0
train_7,3.76,0,0,0,0
train_7,3.8,0,0,0,0
train_7,3.84,0,0,0,0
train_7,3.88,0,0,0,0
train_7,3.92,0,0,0,0
train_7,3.96,0,0,0,0
train_7,4,0,0,0,0
train_7,4.04,0,0,0,0
train_7,4.08,0,0,0,0
train_7,4.12,0,0,0,0
train_7,4.16,0,0,0,0
train_7,4.2,0,0,0,0
train_7,4.24,0,0,0,0
train_7,4.28,0,0,0,0
train_7,4.32,0,0,0,0
train_7,4.36,0,0,0,0
train_7,4.4,0,0,0,0
train_7,4.44,0,0,0,0
train_7,4.48,0,0,0,0
train_7,4.52,0,0,0,0
train_7,4.56,0,0,0,0
train_7,4.6,0,0,0,0
train_7,4.64,0,0,0,0
train_7,4.68,0,0,0,0
train_7,4.72,0,0,0,0
train_7,4.76,0,0,0,0
train_7,4.8,0,0,0,0
train_7,4.84,0,0,0,0
train_7,4.88,469.13,53.979,327.39,322.2
train_7,4.92,478.75,67.28,324.43,315.84
train_7,4.96,469.79,91.124,336.67,316.81
train_7,5,470.24,100.26,337.15,316.02
train_7,5.04,467.01,105.19,337.69,317.87
train_7,5.08,467.17,114.37,338.44,308.45
train_7,5.12,462.3,114.23,340.33,309.46
train_7,5.16,461.17,117.61,337.74,307.87
train_7,5.2,451.52,120.77,347.1,303.01
train_7,5.24,449.84,122.55,347.79,304.44
train_7,5.28,449.85,122.04,342.83,309.47
train_7,5.32,449.015,122.7733,340.4335,309.1272
train_7,5.36,448.18,124.26,338.17,308.54
train_7,5.4,449.37,126.37,334.16,308.03
train_7,5.44,437.08,127.74,332.46,307.38
train_7,5.48,433.05,129.27,335.66,305.47
train_7,5.52,429.26,128.27,334.95,305.29
train_7,5.56,428.77,127.1,330.7,303.59
train_7,5.6,427.549,126.883,329.8732,304.85
train_7,5.64,426.65,126.66,329.51,306.11
train_7,5.68,426.73,125.28,329.37,304.42
train_7,5.72,422.13,122.49,332.23,301.02
train_7,5.76,423.545,119.4377,331.505,300.9548
train_7,5.8,424.96,117.27,330.78,300.89
train_7,5.84,423.85,116.65,331.27,298.03
train_7,5.88,423.36,114.99,331.92,299.13
train_7,5.92,424.09,115.54,331.02,299.1
train_7,5.96,424.53,115.88,335.16,298.89
train_7,6,421.86,114.95,334.41,295.38
train_7,6.04,420.48,115.01,334.3,297.74
train_7,6.08,423.05,113.91,332.01,301.99
train_7,6.12,421.84,114.89,336.47,303.13
train_7,6.16,423.9398,116.0473,336.4501,304.4096
train_7,6.2,428.75,117.78,336.38,305.15
train_7,6.24,438.7,122.11,329.93,302.52
train_7,6.28,443.11,123.36,330.17,303.79
train_7,6.32,443.9,121.82,331.75,304.24
train_7,6.36,447.31,121.87,330.99,304.16
train_7,6.4,449.81,118.74,328.15,304.82
train_7,6.44,448.81,119.58,328.55,302.39
train_7,6.48,447.59,116.51,326.6,303.57
train_7,6.52,449.85,116.12,323.22,301.43
train_7,6.56,451.44,114.26,318.12,303.89
train_7,6.6,454.17,114.05,318.25,303.13
train_7,6.64,452.58,113.42,320.4,303.96
train_7,6.68,452.26,113.87,320.62,305.26
train_7,6.72,449.81,113.54,325.54,307.31
train_7,6.76,452.62,114.2,323.37,306.03
train_7,6.8,453.24,111.33,327.31,310
train_7,6.84,453.64,110.23,327.2,306.54
train_7,6.88,452.02,108.8,325.7,307.47
train_7,6.92,451.78,104.78,326.18,306.6
train_7,6.96,450.83,92.365,322.56,303.88
train_7,7,456.32,81.657,311.88,303.71
train_7,7.04,453.59,66.146,315.41,304.4
train_7,7.08,448.8,53.036,322.2,308.03
train_7,7.12,447.19,43.849,319.8,305.7
train_7,7.16,451.23,31.818,316.88,303.21
train_7,7.2,451.07,29.275,315.88,302.93
train_7,7.24,452.31,27.564,314.29,301.13
train_7,7.28,455.24,25.598,308.42,303.17
train_7,7.32,454.8584,25.99664,305.1919,300.8973
train_7,7.36,454.27,26.897,302.66,296.44
train_7,7.4,453.9,28.676,300.21,290.7
train_7,7.44,454.2,34.988,298.28,290.84
train_7,7.48,454.31,35.696,298.14,293.15
train_7,7.52,455.01,41.916,296.23,296.5
train_7,7.56,458.16,52.159,297.33,293.18
train_7,7.6,460.19,63.556,297.13,296.82
train_7,7.64,460.45,84.658,308.88,295.8
train_7,7.68,459.75,92.852,310.55,297.84
train_7,7.72,457.73,100.01,316.11,296.13
train_7,7.76,455.83,104.44,318.38,296.2
train_7,7.8,448.72,106.97,325.74,294.3
