@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data

train_8,0,541.59,226.43,203.16,177.01
train_8,0.04,541.32,227.17,197.78,181.67
train_8,0.08,541.83,228.29,199.46,180.48
train_8,0.12,541.09,228.57,197.79,179.03
train_8,0.16,541.09,229.1,200.62,179.23
train_8,0.2,542.18,230.59,199.28,178.53
train_8,0.24,542.84,229.83,198.83,179.3
train_8,0.28,541.86,229.04,200.04,181.31
train_8,0.32,541.05,228.87,200.38,179.87
train_8,0.36,544.07,228.34,196.1,180.44
train_8,0.4,543.34,229.31,196.46,180.04
train_8,0.44,542.52,229.05,198.11,179.3
train_8,0.48,541.99,230.14,198.93,179.19
train_8,0.52,540.88,231.01,199.39,179.45
train_8,0.56,540.39,229.85,199.86,181.33
train_8,0.6,540.44,232.72,199.02,179.86
train_8,0.64,541.44,233.22,197.08,180.97
train_8,0.68,542.61,234.3,194.52,180.85
train_8,0.72,540.83,234.01,198.58,181.79
train_8,0.76,541.74,235.45,195.33,180.16
train_8,0.8,541.32,235.75,197.41,180.67
train_8,0.84,541.02,233.4,199.07,191.22
train_8,0.88,541.84,232.6,198.82,195.06
train_8,0.92,543.88,232.8,195.13,197.84
train_8,0.96,544.02,233.35,195.09,193.09
train_8,1,541.71,232.28,196.87,188.74
train_8,1.04,541.5117,232.5544,197.8949,188.9758
train_8,1.08,541.45,233.01,198.83,189.68
train_8,1.12,541.85,233.37,200.11,194.24
train_8,1.16,544.96,231.22,195.93,196.87
train_8,1.2,542.71,231.81,201,194.83
train_8,1.24,543.17,231.94,200.16,195.46
train_8,1.28,542.17,231.68,199.6,193.57
train_8,1.32,540.63,229.88,202.8,195.47
train_8,1.36,539.97,229.23,201.26,196.86
train_8,1.4,539.43,229.37,201.48,194.35
train_8,1.44,541.23,228.86,199.83,193.52
train_8,1.48,540.01,229.6,199.62,194.62
train_8,1.52,539.26,229.56,203.66,195.25
train_8,1.56,539.74,230.77,202.94,193.89
train_8,1.6,538.21,230.33,204.24,194.92
train_8,1.64,540.24,231.98,202.59,195.5
train_8,1.68,542.05,230.91,200.73,195.24
train_8,1.72,540.92,232.54,201.23,193.99
train_8,1.76,539.42,232.24,203.84,195.12
train_8,1.8,539.84,231.93,202.3,195.55
train_8,1.84,539.59,231.72,202.43,195.66
train_8,1.88,540.38,231.99,201.57,195.77
train_8,1.92,537.85,233.87,205.68,193.75
train_8,1.96,537.96,232.76,204.92,197.22
train_8,2,538.33,232.74,203.75,196.06
train_8,2.04,536.93,232.29,207.45,196.39
train_8,2.08,538.04,232.83,202.24,195.21
train_8,2.12,537.35,232.2,202.41,194.89
train_8,2.16,536.74,231.72,205.54,194.69
train_8,2.2,537.04,230.85,203.25,195.86
train_8,2.24,536.86,231.2,205.89,192.88
train_8,2.28,537.57,230.24,201.76,194.49
train_8,2.32,536.77,230.89,208.05,193.53
train_8,2.36,538.87,231.18,206.3,194.39
train_8,2.4,538.19,230.37,206.33,193.86
train_8,2.44,540.2,230.15,205.51,195.33
train_8,2.48,540.45,229.22,206.32,196.06
train_8,2.52,539.58,230.12,204.16,195.07
train_8,2.56,541.06,229.31,203.28,196.26
train_8,2.6,541.55,230.11,200.5,195.15
train_8,2.64,539.7,230.58,203.56,194.2
train_8,2.68,539.34,230.83,207.09,194.64
train_8,2.72,537.92,230.8,207.64,195.15
train_8,2.76,540,230.66,203.55,196.48
train_8,2.8,539.19,231.85,201.92,196.15
train_8,2.84,542.36,233.38,193.7,193.73
train_8,2.88,544.12,235.41,190.01,193.18
train_8,2.92,542.98,236.6,192.4,191.39
train_8,2.96,543.42,241.36,192.78,188.81
