@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data

train_9,0,566.01,279.98,246.71,220.15
train_9,0.04,567.16,278.58,244.79,219.36
train_9,0.08,575.97,280.46,243.94,221.02
train_9,0.12,580.38,281.6,244.83,221.85
train_9,0.16,587.28,281.2,241.38,223.87
train_9,0.2,592.94,280.87,240.25,221.27
train_9,0.24,599.91,280.47,243.65,216.48
train_9,0.28,603.92,280.43,240.27,216.5
train_9,0.32,609.68,279.92,238.88,218.74
train_9,0.36,612.41,279.27,240.78,218.67
train_9,0.4,615.24,279.26,241.45,214.36
train_9,0.44,618.84,279.86,241.26,213.94
train_9,0.48,626.95,278.94,239.6,214.58
train_9,0.52,631.39,277.84,238.82,215.19
train_9,0.56,633.93,276.38,239.12,218.03
train_9,0.6,637.42,275.19,237.33,217.65
train_9,0.64,640.26,273.5,236.8,219.95
train_9,0.68,640.29,273.48,238.05,221.54
train_9,0.72,642.74,272.56,236.58,220.19
train_9,0.76,642.03,273.99,236.78,219.05
train_9,0.8,641.48,272.48,236.62,222.43
train_9,0.84,642.65,271.42,232.95,225.86
train_9,0.88,642.38,270.49,233.77,225.91
train_9,0.92,644.21,273.29,235.66,221.16
train_9,0.96,648.19,274.14,229.64,213.14
train_9,1,650.25,275.34,231.99,207.61
train_9,1.04,652.14,277.16,233.68,204.95
train_9,1.08,654.72,279.37,232.25,204.67
train_9,1.12,659.77,284.62,228.63,205.12
train_9,1.16,662.52,287.26,229.21,204.89
train_9,1.2,666.8,289.92,231.98,205.55
train_9,1.24,670.42,293.5,235.48,206.01
train_9,1.28,686.05,299.32,237.23,208.22
train_9,1.32,695.63,303.25,234.28,214.86
train_9,1.36,699.99,310.26,237.96,220.7
train_9,1.4,704.56,316.03,239.15,222.64
train_9,1.44,710.21,319.72,235.72,224.29
train_9,1.48,710.16,325.74,238.26,221.62
train_9,1.52,709.25,330.08,241.09,213.95
train_9,1.56,709.09,329.7,240.99,208.92
train_9,1.6,715.85,330.66,234.41,199.99
train_9,1.64,714.68,329.58,234.9,199.04
train_9,1.68,713.4,328.38,236.64,200.15
train_9,1.72,712.18,329.86,236.44,198.24
train_9,1.76,711.12,329.59,236.33,199.3
train_9,1.8,711.61,328.53,236.04,200.19
train_9,1.84,707.32,329.84,240.37,199.34
train_9,1.88,709.7,328.61,235.55,204.05
train_9,1.92,707.21,329.71,239.7,207.13
train_9,1.96,704.07,329.97,242.45,208.83
train_9,2,706.88,328.01,238.92,210.54
train_9,2.04,705.9,327.35,241.27,216.41
train_9,2.08,706.66,326.19,238.67,218.79
train_9,2.12,704.05,326.08,241.39,221.4
train_9,2.16,701.51,323.81,238.99,219.25
train_9,2.2,697.45,322.28,240.53,218.28
train_9,2.24,694.43,320.18,241.93,212.15
train_9,2.28,691.07,319.08,242.47,205.15
train_9,2.32,687.24,317.89,241.66,201.1
train_9,2.36,684.31,316.86,242.43,203.29
train_9,2.4,683.86,317.04,239.73,202.67
train_9,2.44,678.73,314.88,241.94,203.04
train_9,2.48,675.71,314,244.25,203.43
train_9,2.52,677.58,313.69,241.39,205
train_9,2.56,681.01,311.39,236.64,212.06
train_9,2.6,681.62,310.07,236.61,216.17
train_9,2.64,681.3,309.74,237.69,219.22
train_9,2.68,680.42,308.26,238.12,221.67
train_9,2.72,678.69,305.77,238.27,226.8
train_9,2.76,675.77,305.86,241.02,219.88
train_9,2.8,673.55,304.49,242.61,213.92
train_9,2.84,675.72,304.72,240.22,213.01
train_9,2.88,673.99,304.5,243.01,212.45
train_9,2.92,675.52,303.33,240.05,213.16
train_9,2.96,676.12,302.53,238.95,219.68
train_9,3,674,301.14,238.97,223.72
train_9,3.04,674.23,301.19,238.96,223.44
train_9,3.08,674.3,299.39,239.41,222.68
train_9,3.12,671.42,297.79,241.52,215.8
train_9,3.16,673.82,296.17,237.61,214.96
train_9,3.2,672.41,294.55,238.59,214.51
train_9,3.24,672.85,293.82,236.33,212.58
train_9,3.28,671.71,292.35,235.29,212.5
train_9,3.32,667.51,292.29,239.29,213.65
train_9,3.36,659.66,289.77,241.37,216.94
train_9,3.4,659.74,290.07,234.73,219.24
train_9,3.44,648.23,288.86,242.28,217.9
train_9,3.48,642.78,287.17,240.35,217.8
train_9,3.52,637.5,283.22,235.45,221.31
train_9,3.56,626.16,278.05,236.15,219.6
train_9,3.6,600.45,269.46,238.72,214.88
train_9,3.64,590.19,265.53,236.01,212.38
train_9,3.68,578.45,259.91,237.49,213.12
train_9,3.72,567.6,255.71,239.68,211.97
train_9,3.76,555.94,246.12,236.84,212.54
train_9,3.8,553.23,243.54,231.83,209.76
train_9,3.84,552.33,239.13,231.9,203.4
train_9,3.88,554.95,237.1,233.37,201.83
train_9,3.92,569.75,231.73,212.06,202.63
train_9,3.96,556.2,227.53,237.17,208.3
train_9,4,0,0,0,0
train_9,4.04,0,0,0,0
train_9,4.08,0,0,0,0
train_9,4.12,606.7,250.2,231.84,240.66
train_9,4.16,611.59,260.95,230.81,211.66
train_9,4.2,610.31,269.5,232.49,193.68
train_9,4.24,606.32,275.74,233.27,183.75
train_9,4.28,603.16,281.4,231.53,179.65
train_9,4.32,592.37,281.92,239.71,189.3
train_9,4.36,591.77,282.12,234.34,192.99
train_9,4.4,586.93,284.86,232.33,203.88
train_9,4.44,581.16,287.37,239.84,209.35
train_9,4.48,581.7,289.89,234.66,213.86
train_9,4.52,575.66,284.91,241.46,223.46
train_9,4.56,577.0488,288.335,241.115,227.0998
train_9,4.6,579.9,291.76,240.77,231.13
train_9,4.64,584.1,288.18,249.37,246.1
train_9,4.68,586.66,288.02,244.84,252.71
train_9,4.72,594.49,290.82,244.6,244.82
train_9,4.76,602.67,292.66,242.87,235.85
train_9,4.8,617.78,291.41,237.01,242.28
train_9,4.84,613.77,294.6,244.48,239.22
train_9,4.88,614.8,294.92,243.93,252.79
train_9,4.92,612.34,291.92,245.92,263.07
train_9,4.96,621.13,293.42,244.23,261.18
train_9,5,622.14,292.31,242.51,251.99
train_9,5.04,630.08,287.59,238.11,236.53
train_9,5.08,627.76,287.44,235.97,235.35
train_9,5.12,625.45,287.11,239.43,235.75
train_9,5.16,626.07,286.87,237.68,235.37
