@relation FACE_BOUNDING_BOX

@attribute Instance_name string
@attribute frameTime numeric
@attribute top_left_X_coordinate numeric
@attribute top-left-Y-coordinate numeric
@attribute width numeric
@attribute height numeric


@data

train_1,0,474.9,254.43,224.14,212.72
train_1,0.04,472.21,256.03,226.93,213.15
train_1,0.08,469.98,254.92,229.21,213.59
train_1,0.12,469.98,255.6,229.52,213.53
train_1,0.16,471.55,256.45,227.59,213.96
train_1,0.2,469.38,255.63,228.98,215.26
train_1,0.24,470.05,255.65,227.57,217.72
train_1,0.28,470.09,254.04,226.46,224.19
train_1,0.32,469.93,255.59,227.32,225.78
train_1,0.36,469.22,254.04,226.53,225.56
train_1,0.4,468.18,252.27,225.75,221.88
train_1,0.44,468.32,252.71,229.68,222.22
train_1,0.48,467.79,251.8,228.95,221.67
train_1,0.52,466.98,250.57,230.65,220.83
train_1,0.56,464.84,249.19,233.67,220.84
train_1,0.6,467.72,250.01,230.6,220.52
train_1,0.64,467.38,251.28,229.03,219.67
train_1,0.68,468.33,251.4,228.62,218.7
train_1,0.72,468.04,251.61,229.03,218.26
train_1,0.76,468.96,251.89,227.35,217.5
train_1,0.8,466.78,251.79,232.74,218.28
train_1,0.84,467.25,252.74,228.77,217.5
train_1,0.88,465.46,252.07,230.99,218.81
train_1,0.92,465.99,252.64,230.54,216.59
train_1,0.96,468.34,253.67,227.97,216.8
train_1,1,466.7,253.41,230.88,215.87
train_1,1.04,468.5,253.1,228.69,217.51
train_1,1.08,467.32,254.41,229.65,215.28
train_1,1.12,468.03,254.54,228.9,214.99
train_1,1.16,466.95,255.16,230.25,215.89
train_1,1.2,467.54,254.6,230.28,215.38
train_1,1.24,468.34,254.39,227.83,216.43
train_1,1.28,469.85,255.71,225.55,213.57
train_1,1.32,467.45,254.6,229.93,215.4
train_1,1.36,466.83,254.63,232.37,214.46
train_1,1.4,467.62,255.05,230.68,216.36
train_1,1.44,469.29,254.65,228.35,215.41
train_1,1.48,467.07,254.1,230.69,216.12
train_1,1.52,469.37,255.36,228.04,215.56
train_1,1.56,468.2,256.09,230.78,214.62
train_1,1.6,467.75,255.85,231.28,215.39
train_1,1.64,467.2,255.77,231.87,215.32
train_1,1.68,468.36,256.88,230.36,214.68
train_1,1.72,468.84,256.1,229.44,213.92
train_1,1.76,467.47,256.97,233.01,212.84
train_1,1.8,467.19,256.68,230.69,213.58
train_1,1.84,468.29,255.32,230.49,214.46
train_1,1.88,467.83,256.81,231.63,213.4
train_1,1.92,467.42,256.58,234.06,213.56
train_1,1.96,467.71,258.1,233.68,212.05
train_1,2,468.35,257.26,232.19,213.08
train_1,2.04,468.19,256.88,232.17,212.4
train_1,2.08,467.94,257.52,233.97,213.17
train_1,2.12,467.43,256.93,235.35,215.68
train_1,2.16,470.06,259.07,230.96,216.15
train_1,2.2,469.27,260.4,232,214.02
train_1,2.24,467,261.01,233.35,214.35
train_1,2.28,465.33,263.19,234.08,216.44
train_1,2.32,464.66,260.97,233.88,218.39
train_1,2.36,462.34,260.3,235.95,217.49
train_1,2.4,460.82,260.13,233.78,217.66
train_1,2.44,458.85,261.22,234.45,217.96
train_1,2.48,456.49,261.41,233.51,216.42
train_1,2.52,456.37,262.42,232.92,216.14
train_1,2.56,454.46,263.62,229.37,216.15
train_1,2.6,451.87,263.75,228.69,215.08
train_1,2.64,451.35,264.91,228.3,215.58
train_1,2.68,448.28,266.08,228.04,214.68
train_1,2.72,445.04,267.25,222.99,212.82
train_1,2.76,437.26,270.13,219.36,212.21
train_1,2.8,415.02,283.19,203.43,211.2
train_1,2.84,408.88,291.05,182.02,210.59
train_1,2.88,393.88,293.18,167.88,207.82
train_1,2.92,366.43,292.17,178.22,212.83
train_1,2.96,359.99,286.63,158.55,234.02
train_1,3,349.33,297.28,150.93,227.54
train_1,3.04,336.7,309.92,154.8,201.97
train_1,3.08,328.97,313.34,144.97,201.24
train_1,3.12,322.92,321.7,131.38,197.61
train_1,3.16,319.54,326.2,119.76,189.48
train_1,3.2,316.31,329.47,110.68,185.51
train_1,3.24,310.31,341.21,95.891,165.68
train_1,3.28,305.97,338.44,93.826,168.7
train_1,3.32,0,0,0,0
train_1,3.36,0,0,0,0
train_1,3.4,0,0,0,0
train_1,3.44,0,0,0,0
train_1,3.48,0,0,0,0
train_1,3.52,0,0,0,0
train_1,3.56,947.92,326.11,30.519,25.641
train_1,3.6,0,0,0,0
train_1,3.64,0,0,0,0
train_1,3.68,0,0,0,0
train_1,3.72,0,0,0,0
train_1,3.76,0,0,0,0
train_1,3.8,0,0,0,0
train_1,3.84,0,0,0,0
train_1,3.88,0,0,0,0
train_1,3.92,0,0,0,0
train_1,3.96,0,0,0,0
train_1,4,0,0,0,0
train_1,4.04,0,0,0,0
train_1,4.08,0,0,0,0
train_1,4.12,0,0,0,0
train_1,4.16,0,0,0,0
train_1,4.2,0,0,0,0
train_1,4.24,0,0,0,0
train_1,4.28,0,0,0,0
train_1,4.32,0,0,0,0
train_1,4.36,0,0,0,0
train_1,4.4,0,0,0,0
train_1,4.44,0,0,0,0
train_1,4.48,0,0,0,0
train_1,4.52,0,0,0,0
train_1,4.56,0,0,0,0
train_1,4.6,0,0,0,0
train_1,4.64,0,0,0,0
train_1,4.68,0,0,0,0
train_1,4.72,0,0,0,0
train_1,4.76,0,0,0,0
train_1,4.8,0,0,0,0
train_1,4.84,380.71,374.87,229.13,203.09
train_1,4.88,387.28,375.5,242.99,200.3
train_1,4.92,398.4,376.53,243.58,208.05
train_1,4.96,406.59,378.17,244.89,207.94
train_1,5,413.62,379.52,241.14,209.95
train_1,5.04,421.67,380.85,243.86,211.58
train_1,5.08,423.94,379.81,243.13,212.35
train_1,5.12,427.71,379.35,244.7,214.55
train_1,5.16,430.94,381.33,245.64,214.03
train_1,5.2,432.54,380.73,245.22,215.22
train_1,5.24,432.57,381.34,247.88,215.22
train_1,5.28,432.21,381.37,248.17,215.51
train_1,5.32,431.92,381.59,247.41,216.13
train_1,5.36,431.19,382.09,247.79,217.45
train_1,5.4,429.7,381.19,246.47,217.32
train_1,5.44,425.69,380.38,246.09,217.33
train_1,5.48,423.74,381.05,246.57,217.5
train_1,5.52,423.13,379.75,243.86,218.07
train_1,5.56,420.26,380.3,246.9,218.82
train_1,5.6,418.46,379.26,244,217.91
train_1,5.64,415.77,379.14,246.61,217.01
train_1,5.68,411.78,380.96,244.26,215.3
train_1,5.72,409.05,381.28,244.03,213.04
train_1,5.76,403.2,382.11,247.98,212.64
train_1,5.8,392.48,382.8,245.89,212.63
train_1,5.84,385.8,383.98,247.18,211.21
train_1,5.88,378.01,384.37,246.43,209.82
train_1,5.92,369.88,385.85,244.71,206.5
train_1,5.96,361.43,387.55,242.38,207.04
train_1,6,352.59,390.59,244.23,204.17
train_1,6.04,344.59,395.41,244.99,202.75
train_1,6.08,330.63,401.36,245.52,202.95
train_1,6.12,324.62,403.37,245.7,202.65
train_1,6.16,321.08,404.73,244.29,201.86
train_1,6.2,314.71,406.33,248.95,202.59
train_1,6.24,315.03,406.52,250.29,200.53
train_1,6.28,315.37,407.01,250.42,201.32
train_1,6.32,315.87,405.86,252.62,202.59
train_1,6.36,316.69,404.73,250.87,201.9
train_1,6.4,320.07,402.42,249.53,202.6
train_1,6.44,327.42,400.4,249.02,203.1
train_1,6.48,330.34,398.2,249.45,204.65
train_1,6.52,334.28,393.16,250.29,205.28
train_1,6.56,338.56,387.6,250.29,206.54
train_1,6.6,339.91,383.51,252.36,209.37
train_1,6.64,346.04,381.53,252.06,210.16
train_1,6.68,347.94,380.52,252.81,211.39
train_1,6.72,350.21,380.09,252.75,209.56
train_1,6.76,349.65,378.71,250.87,212.43
train_1,6.8,343.38,381.53,254.14,216.01
train_1,6.84,341.81,387.41,253.23,212.85
train_1,6.88,338.11,399.82,262.54,211.04
train_1,6.92,341.8,403.18,260.42,214.15
train_1,6.96,343.43,406.11,267.14,214.29
train_1,7,348.36,407.64,266.57,214.32
train_1,7.04,353.63,409.23,266.02,215.89
train_1,7.08,359.23,410.63,266.33,217.83
train_1,7.12,368.22,414.7,270.29,219.44
train_1,7.16,373.82,415.97,269.93,220.19
train_1,7.2,380.7,419.13,268.67,223.4
train_1,7.24,391.76,428.54,273.33,219.35
train_1,7.28,396.45,430.83,274.61,224.69
train_1,7.32,397.87,434.89,276.85,222.31
train_1,7.36,399.94,437.5,277.24,223.13
train_1,7.4,401.13,439.59,280.19,225.32
train_1,7.44,401.68,444.32,284.74,225.48
train_1,7.48,401.7,448.74,284.17,227.54
train_1,7.52,400.61,464.51,294.13,227.66
train_1,7.56,402.9,476.53,293.84,223.48
train_1,7.6,403.48,491,296.07,239.26
train_1,7.64,407.21,503.92,310.59,232.99
train_1,7.68,411.0857,518.6395,313.0598,234.91
train_1,7.72,413.27,527.2,313.9,236.83
train_1,7.76,0,0,0,0
train_1,7.8,0,0,0,0
train_1,7.84,0,0,0,0
train_1,7.88,0,0,0,0
train_1,7.92,0,0,0,0
train_1,7.96,0,0,0,0
train_1,8,0,0,0,0
train_1,8.04,0,0,0,0
train_1,8.08,0,0,0,0
train_1,8.12,0,0,0,0
train_1,8.16,0,0,0,0
train_1,8.2,0,0,0,0
train_1,8.24,0,0,0,0
train_1,8.28,0,0,0,0
train_1,8.32,0,0,0,0
train_1,8.36,0,0,0,0
train_1,8.4,0,0,0,0
train_1,8.44,0,0,0,0
train_1,8.48,386.11,393.3,310.18,276.12
train_1,8.52,389.54,360.7,300.1,274.62
train_1,8.56,392.66,334.02,289.87,275.24
train_1,8.6,395.96,289.99,277.14,278.96
train_1,8.64,393.88,275.81,274.73,280.8
train_1,8.68,395.15,267.37,273.13,280.75
train_1,8.72,400.33,261.91,268.35,275.66
train_1,8.76,412.07,262.23,261.07,270.9
train_1,8.8,417.84,269.56,261.53,270.39
train_1,8.84,427,280.13,257.2,271.86
train_1,8.88,433.52,300.08,258.19,273.82
train_1,8.92,446.37,356.2,265.49,251.49
train_1,8.96,454.56,391.02,272.26,249.09
train_1,9,456.55,416.14,278.28,234.72
train_1,9.04,461.29,436.78,282.51,231.01
train_1,9.08,464.25,453.96,286.33,223.42
train_1,9.12,468.46,479.96,291.12,205.6
train_1,9.16,481.45,480.85,278.02,233.97
train_1,9.2,483.23,490.15,285.58,241.19
train_1,9.24,480.12,492.41,294.35,242.67
train_1,9.28,477.86,499.19,299.23,237.63
train_1,9.32,475.67,502.65,300.95,236.73
train_1,9.36,469.18,507.08,303.42,233.23
train_1,9.4,465.64,510.49,305.37,227.9
train_1,9.44,464.17,509.86,304.24,227.86
train_1,9.48,462.3,512.81,302.45,227.52
train_1,9.52,458.7,511.45,303.8,225.68
train_1,9.56,457.61,512.15,302.35,226.46
train_1,9.6,454.09,513.62,302.4,222.95
train_1,9.64,453.52,513.39,300.93,225.23
train_1,9.68,451.9,516.52,304.97,225.93
train_1,9.72,452.51,518.44,304.44,224.25
train_1,9.76,452.01,522.06,305.97,217.22
train_1,9.8,454.2,522.06,304.91,219.32
train_1,9.84,453.28,525.21,307.22,211.51
train_1,9.88,454.76,524.53,304.31,216.32
train_1,9.92,451.56,525.05,306.92,214.64
train_1,9.96,451.9,523.97,308.18,212.78
train_1,10,450.01,523.97,305.13,213.12
train_1,10.04,447.74,525.02,304.12,212.38
train_1,10.08,446.95,521.94,302.51,220.81
train_1,10.12,430.15,522.91,297.99,219.89
train_1,10.16,416.93,520.97,305.55,218.13
train_1,10.2,409.98,518.66,305.79,218.43
train_1,10.24,405.75,516.98,301.19,220.94
train_1,10.28,409.97,512.63,291.66,225.8
train_1,10.32,408.82,509.48,291.47,228.07
train_1,10.36,412.69,506.82,283.59,231.72
train_1,10.4,413.91,503.06,279.29,236.51
train_1,10.44,411.71,502.21,280.99,236.07
train_1,10.48,411.41,503.02,277.3,236.14
train_1,10.52,410.11,502.67,279.76,236.34
train_1,10.56,412.62,498.63,277.96,240
train_1,10.6,410.93,501.35,276.59,236.92
train_1,10.64,411.58,501.96,276.34,235.72
train_1,10.68,413.24,510.77,285.91,229.96
train_1,10.72,412.93,509.72,293.2,230.1
train_1,10.76,411.05,512.22,299.13,227.08
train_1,10.8,415.64,510.33,301.96,228.29
train_1,10.84,417.5,509.82,299.48,229.56
train_1,10.88,418.03,510.5,301.14,227.71
train_1,10.92,418.0496,510.2338,303.4248,227.2766
train_1,10.96,418.07,509.49,304.84,227.12
train_1,11,420.23,506.16,302.85,231.64
train_1,11.04,420.61,505.68,302.25,233.02
train_1,11.08,422.18,505.8,304,232.67
train_1,11.12,424.47,506.98,300.22,234.28
train_1,11.16,424.73,506.05,299.62,235.81
train_1,11.2,425.35,505.05,301.89,236.82
train_1,11.24,426.77,503.95,300.99,239.44
train_1,11.28,426.81,503.92,299.83,237.93
train_1,11.32,427.32,503.58,299.59,237.63
train_1,11.36,427.28,501.4,300.03,239.71
train_1,11.4,426.72,503.22,302.3,239.2
train_1,11.44,427.85,502.93,302.78,239.65
train_1,11.48,429.21,502.42,300.51,239.26
train_1,11.52,431.05,503.3,298.58,237.92
train_1,11.56,430.81,505.28,299.16,236.92
train_1,11.6,433.15,507.71,302.53,236.21
train_1,11.64,436.86,508.82,300.33,235.93
train_1,11.68,433.33,508.41,303.26,233.15
train_1,11.72,433.96,508.83,302.56,235.05
train_1,11.76,436.32,507.58,301.44,234.72
train_1,11.8,437.41,507.83,298.92,235.29
train_1,11.84,436.11,506.76,299.61,237.29
train_1,11.88,435.9,507.23,301.3,234.62
train_1,11.92,433.47,507.18,303.24,234.33
train_1,11.96,433.18,503.62,303.36,237.83
train_1,12,433.04,503.84,304.67,237.35
train_1,12.04,433.57,504.01,303.23,237.88
train_1,12.08,433.14,504.46,303.7,235.64
train_1,12.12,431.47,504.24,304.44,239
train_1,12.16,433.12,503.23,303.27,240.23
train_1,12.2,433.11,503.2,303.32,239.85
train_1,12.24,430.25,504.72,308.3,238.69
train_1,12.28,429.7,504.45,309.62,239.3
train_1,12.32,431.57,504.16,306.95,239.83
train_1,12.36,429.28,501.73,307.34,242.77
train_1,12.4,432.87,501.99,305.33,241.47
train_1,12.44,429.35,501.24,309.47,242.19
train_1,12.48,427.79,499.18,307.36,241.16
train_1,12.52,430.24,494.14,308.01,247.73
train_1,12.56,429.21,495.28,306.69,247.33
