@relation GOLDSTANDARD_VALENCE

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_7,0,-0.0025136
train_7,0.04,-0.0025136
train_7,0.08,-0.0025136
train_7,0.12,-0.0025136
train_7,0.16,-0.0025136
train_7,0.2,-0.0025136
train_7,0.24,-0.0025136
train_7,0.28,-0.0025136
train_7,0.32,-0.0025136
train_7,0.36,-0.0025136
train_7,0.4,-0.0025136
train_7,0.44,-0.0025136
train_7,0.48,-0.0025136
train_7,0.52,-0.0025136
train_7,0.56,-0.0025136
train_7,0.6,-0.0025136
train_7,0.64,-0.0025136
train_7,0.68,-0.0025136
train_7,0.72,-0.0025136
train_7,0.76,-0.0025136
train_7,0.8,0.0024864
train_7,0.84,0.0024864
train_7,0.88,0.0024864
train_7,0.92,0.0041531
train_7,0.96,0.0024864
train_7,1,0.00081975
train_7,1.04,0.00081975
train_7,1.08,0.00081975
train_7,1.12,0.00081975
train_7,1.16,0.00081975
train_7,1.2,0.00081975
train_7,1.24,0.00081975
train_7,1.28,0.0024864
train_7,1.32,0.0041531
train_7,1.36,0.0074864
train_7,1.4,0.01082
train_7,1.44,0.0091531
train_7,1.48,0.0091531
train_7,1.52,0.01082
train_7,1.56,0.014153
train_7,1.6,0.017486
train_7,1.64,0.022486
train_7,1.68,0.024153
train_7,1.72,0.024153
train_7,1.76,0.024153
train_7,1.8,0.024153
train_7,1.84,0.027486
train_7,1.88,0.029153
train_7,1.92,0.032486
train_7,1.96,0.034153
train_7,2,0.037486
train_7,2.04,0.047486
train_7,2.08,0.057486
train_7,2.12,0.067486
train_7,2.16,0.07582
train_7,2.2,0.08082
train_7,2.24,0.087486
train_7,2.28,0.09082
train_7,2.32,0.094153
train_7,2.36,0.09582
train_7,2.4,0.10249
train_7,2.44,0.10915
train_7,2.48,0.11749
train_7,2.52,0.12582
train_7,2.56,0.13749
train_7,2.6,0.14915
train_7,2.64,0.15582
train_7,2.68,0.16415
train_7,2.72,0.17915
train_7,2.76,0.18915
train_7,2.8,0.19915
train_7,2.84,0.20915
train_7,2.88,0.21582
train_7,2.92,0.22415
train_7,2.96,0.22749
train_7,3,0.22749
train_7,3.04,0.22915
train_7,3.08,0.23749
train_7,3.12,0.24249
train_7,3.16,0.24915
train_7,3.2,0.25249
train_7,3.24,0.25582
train_7,3.28,0.25749
train_7,3.32,0.25749
train_7,3.36,0.25915
train_7,3.4,0.25915
train_7,3.44,0.26082
train_7,3.48,0.26415
train_7,3.52,0.26749
train_7,3.56,0.28582
train_7,3.6,0.29749
train_7,3.64,0.29915
train_7,3.68,0.31415
train_7,3.72,0.31249
train_7,3.76,0.30915
train_7,3.8,0.31249
train_7,3.84,0.31082
train_7,3.88,0.30749
train_7,3.92,0.30415
train_7,3.96,0.29915
train_7,4,0.30582
train_7,4.04,0.31082
train_7,4.08,0.30749
train_7,4.12,0.30415
train_7,4.16,0.30415
train_7,4.2,0.30249
train_7,4.24,0.29915
train_7,4.28,0.29749
train_7,4.32,0.29249
train_7,4.36,0.29082
train_7,4.4,0.28915
train_7,4.44,0.28915
train_7,4.48,0.28749
train_7,4.52,0.28915
train_7,4.56,0.29249
train_7,4.6,0.29249
train_7,4.64,0.29415
train_7,4.68,0.29415
train_7,4.72,0.29749
train_7,4.76,0.29415
train_7,4.8,0.29082
train_7,4.84,0.29249
train_7,4.88,0.29249
train_7,4.92,0.28915
train_7,4.96,0.28582
train_7,5,0.28415
train_7,5.04,0.27915
train_7,5.08,0.28082
train_7,5.12,0.28082
train_7,5.16,0.28082
train_7,5.2,0.27915
train_7,5.24,0.27749
train_7,5.28,0.27749
train_7,5.32,0.27415
train_7,5.36,0.27415
train_7,5.4,0.27415
train_7,5.44,0.27582
train_7,5.48,0.27749
train_7,5.52,0.27749
train_7,5.56,0.27749
train_7,5.6,0.27415
train_7,5.64,0.27415
train_7,5.68,0.27415
train_7,5.72,0.27249
train_7,5.76,0.27249
train_7,5.8,0.27415
train_7,5.84,0.27415
train_7,5.88,0.27415
train_7,5.92,0.27582
train_7,5.96,0.27749
train_7,6,0.27749
train_7,6.04,0.28082
train_7,6.08,0.28415
train_7,6.12,0.28415
train_7,6.16,0.28582
train_7,6.2,0.28749
train_7,6.24,0.28749
train_7,6.28,0.28582
train_7,6.32,0.28582
train_7,6.36,0.28415
train_7,6.4,0.28249
train_7,6.44,0.27082
train_7,6.48,0.26749
train_7,6.52,0.26582
train_7,6.56,0.26415
train_7,6.6,0.26082
train_7,6.64,0.26082
train_7,6.68,0.26082
train_7,6.72,0.26082
train_7,6.76,0.25915
train_7,6.8,0.25915
train_7,6.84,0.25749
train_7,6.88,0.25582
train_7,6.92,0.25415
train_7,6.96,0.25415
train_7,7,0.25249
train_7,7.04,0.25082
train_7,7.08,0.24915
train_7,7.12,0.24749
train_7,7.16,0.24749
train_7,7.2,0.24749
train_7,7.24,0.24915
train_7,7.28,0.24915
train_7,7.32,0.24915
train_7,7.36,0.24915
train_7,7.4,0.25082
train_7,7.44,0.25415
train_7,7.48,0.25915
train_7,7.52,0.26249
train_7,7.56,0.26582
train_7,7.6,0.26915
train_7,7.64,0.27249
train_7,7.68,0.27582
train_7,7.72,0.27582
train_7,7.76,0.27749
train_7,7.8,0.27749
train_7,7.84,0.27749
train_7,7.88,0.27749
train_7,7.92,0.27915
train_7,7.96,0.27915
train_7,8,0.27915
train_7,8.04,0.27915
train_7,8.08,0.27915
train_7,8.12,0.27749
train_7,8.16,0.27582
train_7,8.2,0.27582
train_7,8.24,0.27415
train_7,8.28,0.26915
train_7,8.32,0.26582
train_7,8.36,0.26249
train_7,8.4,0.25915
train_7,8.44,0.25915
train_7,8.48,0.25749
train_7,8.52,0.25415
train_7,8.56,0.25415
train_7,8.6,0.25415
train_7,8.64,0.25415
train_7,8.68,0.25249
train_7,8.72,0.25082
train_7,8.76,0.24915
train_7,8.8,0.25082
train_7,8.84,0.24749
train_7,8.88,0.24749
train_7,8.92,0.24249
train_7,8.96,0.23749
train_7,9,0.23582
train_7,9.04,0.23249
train_7,9.08,0.22582
train_7,9.12,0.21749
train_7,9.16,0.21582
train_7,9.2,0.21082
train_7,9.24,0.20915
train_7,9.28,0.20915
train_7,9.32,0.20582
train_7,9.36,0.20415
train_7,9.4,0.19915
train_7,9.44,0.19915
train_7,9.48,0.19749
train_7,9.52,0.19915
train_7,9.56,0.19582
train_7,9.6,0.19082
train_7,9.64,0.18915
train_7,9.68,0.18582
train_7,9.72,0.18082
train_7,9.76,0.17415
train_7,9.8,0.16749
train_7,9.84,0.16415
train_7,9.88,0.15915
train_7,9.92,0.15415
train_7,9.96,0.14582
train_7,10,0.137486
train_7,10.04,0.132486
train_7,10.08,0.13082
train_7,10.12,0.129153
train_7,10.16,0.122486
train_7,10.2,0.122486
train_7,10.24,0.122486
train_7,10.28,0.12082
train_7,10.32,0.12082
train_7,10.36,0.119153
train_7,10.4,0.119153
train_7,10.44,0.119153
train_7,10.48,0.117486
train_7,10.52,0.117486
train_7,10.56,0.11582
train_7,10.6,0.11582
train_7,10.64,0.11582
train_7,10.68,0.11582
train_7,10.72,0.114153
train_7,10.76,0.114153
train_7,10.8,0.114153
train_7,10.84,0.112486
train_7,10.88,0.112486
train_7,10.92,0.112486
train_7,10.96,0.11082
train_7,11,0.11082
train_7,11.04,0.107486
train_7,11.08,0.107486
train_7,11.12,0.107486
train_7,11.16,0.107486
train_7,11.2,0.107486
train_7,11.24,0.107486
train_7,11.28,0.107486
train_7,11.32,0.11082
train_7,11.36,0.117486
train_7,11.4,0.122486
train_7,11.44,0.122486
train_7,11.48,0.124153
train_7,11.52,0.124153
train_7,11.56,0.12582
train_7,11.6,0.129153
train_7,11.64,0.13582
train_7,11.68,0.142486
train_7,11.72,0.14582
train_7,11.76,0.14582
