@relation GOLDSTANDARD_VALENCE

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_8,0,0.011746
train_8,0.04,0.011746
train_8,0.08,0.011746
train_8,0.12,0.011746
train_8,0.16,0.011746
train_8,0.2,0.011746
train_8,0.24,0.011746
train_8,0.28,0.011746
train_8,0.32,0.011746
train_8,0.36,0.011746
train_8,0.4,0.011746
train_8,0.44,0.011746
train_8,0.48,0.011746
train_8,0.52,0.011746
train_8,0.56,0.011746
train_8,0.6,0.011746
train_8,0.64,0.011746
train_8,0.68,0.011746
train_8,0.72,0.011746
train_8,0.76,0.011746
train_8,0.8,0.011746
train_8,0.84,0.011746
train_8,0.88,0.011746
train_8,0.92,0.011746
train_8,0.96,0.011746
train_8,1,0.011746
train_8,1.04,0.011746
train_8,1.08,0.011746
train_8,1.12,0.011746
train_8,1.16,0.011746
train_8,1.2,0.011746
train_8,1.24,0.011746
train_8,1.28,0.015079
train_8,1.32,0.015079
train_8,1.36,0.015079
train_8,1.4,0.013413
train_8,1.44,0.015079
train_8,1.48,0.015079
train_8,1.52,0.018413
train_8,1.56,0.021746
train_8,1.6,0.028413
train_8,1.64,0.033413
train_8,1.68,0.041746
train_8,1.72,0.046746
train_8,1.76,0.053413
train_8,1.8,0.058413
train_8,1.84,0.060079
train_8,1.88,0.071746
train_8,1.92,0.086746
train_8,1.96,0.096746
train_8,2,0.10175
train_8,2.04,0.10341
train_8,2.08,0.10841
train_8,2.12,0.11008
train_8,2.16,0.11341
train_8,2.2,0.12175
train_8,2.24,0.13175
train_8,2.28,0.12175
train_8,2.32,0.12675
train_8,2.36,0.13008
train_8,2.4,0.13175
train_8,2.44,0.13341
train_8,2.48,0.13675
train_8,2.52,0.14175
train_8,2.56,0.14675
train_8,2.6,0.15008
train_8,2.64,0.15341
train_8,2.68,0.15675
train_8,2.72,0.15841
train_8,2.76,0.16175
train_8,2.8,0.16341
train_8,2.84,0.16841
train_8,2.88,0.16841
train_8,2.92,0.17341
train_8,2.96,0.17675
train_8,3,0.17841
train_8,3.04,0.18008
train_8,3.08,0.18175
train_8,3.12,0.18675
train_8,3.16,0.19341
train_8,3.2,0.19508
train_8,3.24,0.19675
train_8,3.28,0.19841
train_8,3.32,0.20008
train_8,3.36,0.20008
train_8,3.4,0.20008
train_8,3.44,0.20008
train_8,3.48,0.20175
train_8,3.52,0.20341
train_8,3.56,0.20508
train_8,3.6,0.20675
train_8,3.64,0.20675
train_8,3.68,0.20675
train_8,3.72,0.20675
train_8,3.76,0.20841
train_8,3.8,0.20841
train_8,3.84,0.21008
train_8,3.88,0.21175
train_8,3.92,0.21341
train_8,3.96,0.21341
train_8,4,0.21841
train_8,4.04,0.22008
train_8,4.08,0.22175
train_8,4.12,0.22175
train_8,4.16,0.22175
train_8,4.2,0.22175
train_8,4.24,0.22175
train_8,4.28,0.22175
train_8,4.32,0.22341
train_8,4.36,0.22341
train_8,4.4,0.22841
train_8,4.44,0.22841
train_8,4.48,0.23008
train_8,4.52,0.23008
train_8,4.56,0.23008
train_8,4.6,0.23508
train_8,4.64,0.23508
train_8,4.68,0.23508
train_8,4.72,0.24675
train_8,4.76,0.25508
train_8,4.8,0.25675
train_8,4.84,0.26175
train_8,4.88,0.26175
train_8,4.92,0.26175
train_8,4.96,0.26175
train_8,5,0.26175
train_8,5.04,0.26341
train_8,5.08,0.26508
train_8,5.12,0.26841
train_8,5.16,0.26841
train_8,5.2,0.26841
train_8,5.24,0.26841
train_8,5.28,0.27008
train_8,5.32,0.27008
train_8,5.36,0.27175
train_8,5.4,0.27175
train_8,5.44,0.27008
train_8,5.48,0.26508
train_8,5.52,0.26508
train_8,5.56,0.26341
train_8,5.6,0.26175
train_8,5.64,0.26341
train_8,5.68,0.26175
train_8,5.72,0.26341
train_8,5.76,0.26175
train_8,5.8,0.26175
train_8,5.84,0.26675
train_8,5.88,0.27508
train_8,5.92,0.28175
train_8,5.96,0.28341
train_8,6,0.28341
train_8,6.04,0.28341
train_8,6.08,0.28675
train_8,6.12,0.28675
train_8,6.16,0.28841
train_8,6.2,0.29008
train_8,6.24,0.29008
train_8,6.28,0.29008
train_8,6.32,0.28841
train_8,6.36,0.28508
train_8,6.4,0.28175
train_8,6.44,0.28008
train_8,6.48,0.27175
train_8,6.52,0.26341
train_8,6.56,0.26008
train_8,6.6,0.25675
train_8,6.64,0.25341
train_8,6.68,0.25175
train_8,6.72,0.25341
train_8,6.76,0.25508
train_8,6.8,0.26341
train_8,6.84,0.27175
train_8,6.88,0.27508
train_8,6.92,0.28008
train_8,6.96,0.28008
train_8,7,0.28175
train_8,7.04,0.28175
train_8,7.08,0.28175
train_8,7.12,0.28008
train_8,7.16,0.28008
train_8,7.2,0.27841
train_8,7.24,0.27675
train_8,7.28,0.27675
train_8,7.32,0.27675
train_8,7.36,0.27508
train_8,7.4,0.27008
train_8,7.44,0.26675
train_8,7.48,0.27008
train_8,7.52,0.26841
train_8,7.56,0.26675
train_8,7.6,0.27008
train_8,7.64,0.26841
train_8,7.68,0.26841
train_8,7.72,0.27008
train_8,7.76,0.27008
train_8,7.8,0.27175
train_8,7.84,0.27175
train_8,7.88,0.27508
train_8,7.92,0.28008
train_8,7.96,0.28341
train_8,8,0.28508
train_8,8.04,0.29175
train_8,8.08,0.30508
train_8,8.12,0.32508
train_8,8.16,0.33675
train_8,8.2,0.35675
train_8,8.24,0.37341
train_8,8.28,0.39341
train_8,8.32,0.41508
train_8,8.36,0.43841
train_8,8.4,0.46675
train_8,8.44,0.48341
train_8,8.48,0.49675
train_8,8.52,0.50675
train_8,8.56,0.52008
train_8,8.6,0.53508
train_8,8.64,0.54675
train_8,8.68,0.56341
train_8,8.72,0.57008
train_8,8.76,0.58508
train_8,8.8,0.59508
train_8,8.84,0.60175
train_8,8.88,0.60675
train_8,8.92,0.61675
train_8,8.96,0.62675
train_8,9,0.63508
train_8,9.04,0.64175
train_8,9.08,0.64175
train_8,9.12,0.64341
train_8,9.16,0.64675
train_8,9.2,0.65008
train_8,9.24,0.65008
train_8,9.28,0.65175
train_8,9.32,0.65508
train_8,9.36,0.65675
train_8,9.4,0.65841
train_8,9.44,0.65841
train_8,9.48,0.65841
train_8,9.52,0.65841
train_8,9.56,0.65675
train_8,9.6,0.65841
train_8,9.64,0.65841
train_8,9.68,0.65841
train_8,9.72,0.66008
train_8,9.76,0.66008
train_8,9.8,0.66341
train_8,9.84,0.66175
train_8,9.88,0.66008
train_8,9.92,0.65841
train_8,9.96,0.65841
train_8,10,0.658413
train_8,10.04,0.656746
train_8,10.08,0.655079
train_8,10.12,0.650079
train_8,10.16,0.645079
train_8,10.2,0.640079
train_8,10.24,0.633413
train_8,10.28,0.628413
train_8,10.32,0.626746
train_8,10.36,0.621746
train_8,10.4,0.620079
train_8,10.44,0.616746
train_8,10.48,0.611746
train_8,10.52,0.606746
train_8,10.56,0.603413
train_8,10.6,0.603413
train_8,10.64,0.601746
train_8,10.68,0.601746
train_8,10.72,0.595079
train_8,10.76,0.586746
train_8,10.8,0.581746
train_8,10.84,0.576746
train_8,10.88,0.571746
train_8,10.92,0.571746
train_8,10.96,0.568413
train_8,11,0.570079
train_8,11.04,0.566746
train_8,11.08,0.563413
train_8,11.12,0.558413
train_8,11.16,0.556746
train_8,11.2,0.555079
train_8,11.24,0.553413
train_8,11.28,0.551746
train_8,11.32,0.550079
train_8,11.36,0.541746
train_8,11.4,0.528413
train_8,11.44,0.516746
train_8,11.48,0.510079
train_8,11.52,0.510079
train_8,11.56,0.508413
train_8,11.6,0.506746
train_8,11.64,0.506746
train_8,11.68,0.505079
train_8,11.72,0.501746
train_8,11.76,0.500079
train_8,11.8,0.500079
train_8,11.84,0.498413
train_8,11.88,0.495079
train_8,11.92,0.495079
train_8,11.96,0.495079
train_8,12,0.495079
train_8,12.04,0.496746
train_8,12.08,0.500079
train_8,12.12,0.500079
train_8,12.16,0.501746
train_8,12.2,0.500079
train_8,12.24,0.498413
train_8,12.28,0.500079
train_8,12.32,0.500079
train_8,12.36,0.498413
train_8,12.4,0.500079
train_8,12.44,0.496746
train_8,12.48,0.495079
