@relation GOLDSTANDARD_VALENCE

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data

train_4,0,-0.003912
train_4,0.04,-0.003912
train_4,0.08,-0.003912
train_4,0.12,-0.003912
train_4,0.16,-0.003912
train_4,0.2,-0.003912
train_4,0.24,-0.003912
train_4,0.28,-0.003912
train_4,0.32,-0.003912
train_4,0.36,-0.003912
train_4,0.4,-0.003912
train_4,0.44,-0.003912
train_4,0.48,-0.003912
train_4,0.52,-0.003912
train_4,0.56,-0.003912
train_4,0.6,-0.003912
train_4,0.64,-0.010579
train_4,0.68,-0.010579
train_4,0.72,-0.010579
train_4,0.76,-0.010579
train_4,0.8,-0.010579
train_4,0.84,-0.010579
train_4,0.88,-0.010579
train_4,0.92,-0.010579
train_4,0.96,-0.0072454
train_4,1,-0.0055787
train_4,1.04,-0.003912
train_4,1.08,-0.003912
train_4,1.12,-0.0022454
train_4,1.16,-0.0022454
train_4,1.2,-0.0022454
train_4,1.24,-0.0022454
train_4,1.28,-0.0022454
train_4,1.32,-0.0022454
train_4,1.36,-0.0022454
train_4,1.4,-0.0022454
train_4,1.44,-0.0022454
train_4,1.48,-0.0005787
train_4,1.52,-0.0005787
train_4,1.56,-0.0005787
train_4,1.6,-0.0005787
train_4,1.64,-0.0005787
train_4,1.68,-0.0005787
train_4,1.72,-0.0005787
train_4,1.76,-0.0005787
train_4,1.8,-0.0005787
train_4,1.84,-0.0005787
train_4,1.88,-0.0005787
train_4,1.92,0.001088
train_4,1.96,0.0027546
train_4,2,0.0044213
train_4,2.04,0.006088
train_4,2.08,0.006088
train_4,2.12,-0.008912
train_4,2.16,-0.008912
train_4,2.2,-0.0072454
train_4,2.24,-0.0072454
train_4,2.28,-0.0055787
train_4,2.32,-0.0072454
train_4,2.36,-0.0022454
train_4,2.4,0.0044213
train_4,2.44,0.0027546
train_4,2.48,0.0027546
train_4,2.52,0.0044213
train_4,2.56,0.0044213
train_4,2.6,0.0027546
train_4,2.64,0.001088
train_4,2.68,0.0044213
train_4,2.72,0.0044213
train_4,2.76,0.006088
train_4,2.8,0.006088
train_4,2.84,0.0044213
train_4,2.88,0.0044213
train_4,2.92,0.0044213
train_4,2.96,0.0044213
train_4,3,0.0027546
train_4,3.04,0.001088
train_4,3.08,0.001088
train_4,3.12,-0.0005787
train_4,3.16,-0.0072454
train_4,3.2,-0.012245
train_4,3.24,-0.013912
train_4,3.28,-0.015579
train_4,3.32,-0.015579
train_4,3.36,-0.015579
train_4,3.4,-0.015579
train_4,3.44,-0.015579
train_4,3.48,-0.013912
train_4,3.52,-0.010579
train_4,3.56,-0.0055787
train_4,3.6,-0.0005787
train_4,3.64,0.0077546
train_4,3.68,0.011088
train_4,3.72,0.012755
train_4,3.76,0.012755
train_4,3.8,0.012755
train_4,3.84,0.012755
train_4,3.88,0.011088
train_4,3.92,0.011088
train_4,3.96,0.012755
train_4,4,0.017755
train_4,4.04,0.021088
train_4,4.08,0.026088
train_4,4.12,0.027755
train_4,4.16,0.029421
train_4,4.2,0.031088
train_4,4.24,0.032755
train_4,4.28,0.032755
train_4,4.32,0.034421
train_4,4.36,0.034421
train_4,4.4,0.032755
train_4,4.44,0.029421
train_4,4.48,0.027755
train_4,4.52,0.026088
train_4,4.56,0.024421
train_4,4.6,0.021088
train_4,4.64,0.019421
train_4,4.68,0.019421
train_4,4.72,0.017755
train_4,4.76,0.017755
train_4,4.8,0.019421
train_4,4.84,0.021088
train_4,4.88,0.019421
train_4,4.92,0.017755
train_4,4.96,0.016088
train_4,5,0.014421
train_4,5.04,0.012755
train_4,5.08,0.011088
train_4,5.12,0.011088
train_4,5.16,0.006088
train_4,5.2,0.006088
train_4,5.24,0.006088
train_4,5.28,0.0044213
train_4,5.32,0.0044213
train_4,5.36,0.0044213
train_4,5.4,0.0044213
train_4,5.44,0.001088
train_4,5.48,0.001088
train_4,5.52,0.001088
train_4,5.56,0.006088
train_4,5.6,0.0094213
train_4,5.64,0.011088
train_4,5.68,0.011088
train_4,5.72,0.011088
train_4,5.76,0.0094213
train_4,5.8,0.0094213
train_4,5.84,0.0077546
train_4,5.88,0.0077546
train_4,5.92,0.006088
train_4,5.96,0.006088
train_4,6,0.006088
train_4,6.04,0.0077546
train_4,6.08,0.011088
train_4,6.12,0.014421
train_4,6.16,0.019421
train_4,6.2,0.021088
train_4,6.24,0.021088
train_4,6.28,0.021088
train_4,6.32,0.019421
train_4,6.36,0.019421
train_4,6.4,0.019421
train_4,6.44,0.019421
train_4,6.48,0.019421
train_4,6.52,0.019421
train_4,6.56,0.019421
train_4,6.6,0.019421
train_4,6.64,0.019421
train_4,6.68,0.017755
train_4,6.72,0.014421
train_4,6.76,0.011088
train_4,6.8,0.0044213
train_4,6.84,-0.0022454
train_4,6.88,-0.0072454
train_4,6.92,-0.008912
train_4,6.96,-0.008912
train_4,7,-0.008912
train_4,7.04,-0.010579
train_4,7.08,-0.010579
train_4,7.12,-0.010579
train_4,7.16,-0.010579
train_4,7.2,-0.012245
train_4,7.24,-0.017245
train_4,7.28,-0.020579
train_4,7.32,-0.020579
train_4,7.36,-0.020579
train_4,7.4,-0.018912
train_4,7.44,-0.015579
train_4,7.48,-0.017245
train_4,7.52,-0.015579
train_4,7.56,-0.015579
train_4,7.6,-0.017245
train_4,7.64,-0.015579
train_4,7.68,-0.017245
train_4,7.72,-0.018912
train_4,7.76,-0.022245
train_4,7.8,-0.020579
train_4,7.84,-0.022245
train_4,7.88,-0.025579
train_4,7.92,-0.027245
train_4,7.96,-0.025579
train_4,8,-0.025579
train_4,8.04,-0.023912
train_4,8.08,-0.022245
train_4,8.12,-0.018912
train_4,8.16,-0.020579
train_4,8.2,-0.022245
train_4,8.24,-0.025579
train_4,8.28,-0.025579
train_4,8.32,-0.025579
train_4,8.36,-0.025579
train_4,8.4,-0.023912
train_4,8.44,-0.023912
train_4,8.48,-0.023912
train_4,8.52,-0.025579
train_4,8.56,-0.025579
train_4,8.6,-0.027245
train_4,8.64,-0.028912
train_4,8.68,-0.032245
train_4,8.72,-0.033912
train_4,8.76,-0.033912
train_4,8.8,-0.033912
train_4,8.84,-0.032245
train_4,8.88,-0.033912
train_4,8.92,-0.033912
train_4,8.96,-0.033912
train_4,9,-0.037245
train_4,9.04,-0.042245
train_4,9.08,-0.042245
train_4,9.12,-0.042245
train_4,9.16,-0.043912
train_4,9.2,-0.045579
train_4,9.24,-0.047245
train_4,9.28,-0.050579
train_4,9.32,-0.053912
train_4,9.36,-0.055579
train_4,9.4,-0.063912
train_4,9.44,-0.065579
train_4,9.48,-0.070579
train_4,9.52,-0.072245
train_4,9.56,-0.077245
train_4,9.6,-0.080579
train_4,9.64,-0.080579
train_4,9.68,-0.080579
train_4,9.72,-0.082245
train_4,9.76,-0.087245
train_4,9.8,-0.088912
train_4,9.84,-0.088912
train_4,9.88,-0.090579
train_4,9.92,-0.090579
train_4,9.96,-0.095579
